id,doi,abstract,crawled_authors,source,authors
787,10.24963/kr.2022/27,"Communication is one of the most important aspects of multi-agent systems. Among the different communication techniques applied to multi-agent systems, argumentation-based approaches have received special interest from the community, because allowing agents to exchange arguments provides a rich form of communication. In contrast to the benefits that argumentation-based techniques provide to multi-agent communication, extra weight on the communication infrastructure results from the additional information exchanged by agents, which could restrict the practical use of such techniques. In this work, we propose an argumentation framework whereby agents are able to exchange shorter messages when engaging in dialogues by omitting information that is common knowledge (e.g., information about a shared multi-agent organisation). In particular, we focus on using enthymemes, shared argumentation schemes (i.e., reasoning patterns from which arguments are instantiated), and common organisational knowledge to build an enthymeme-based communication framework. We show that our approach addresses some of Grice's maxims, in particular that agents can be brief in communication, without any loss in the content of the intended arguments.","Alison R. Panisson, P. McBurney, Rafael Heitor Bordini",SemanticScholarCrawler,
788,10.24963/kr.2022/47,"Recently, Probabilistic Circuits such as Sum-Product Networks have received growing attention, as they can represent complex features but still provide tractable inference. Although quite successful, unfortunately, they lack the capability of handling control structures, such as for and while loops. In this work, we introduce Sum-Product Loop Language (SPLL), a novel programming language that is capable of tractable inference on complex probabilistic code that includes loops.
SPLL has dual semantics: every program has generative semantics familiar to most programmers and
probabilistic semantics that assign a probability to each possible result. This way, the programmer can describe how to generate samples almost like in any standard programming language. The language takes care of computing the probability values of all results for free at run time.
We demonstrate that SPLL inherits the beneficial properties of PCs, namely tractability and differentiability, while generalizing to other distributions and programs, and retains substantial computational similarities.","Viktor Pfanschilling, Hikaru Shindo, D. Dhami, K. Kersting",SemanticScholarCrawler,
789,10.24963/kr.2022/28,"The problems of verification and realizability are two central themes in the analysis of reactive systems. When multiagent systems are considered, these problems have natural analogues of existence (nonemptiness) of pure-strategy Nash equilibria and verification of pure-strategy Nash equilibria. Recently, this body of work has begun to include finite-horizon temporal goals. With finite-horizon temporal goals, there is a natural hierarchy of goal representation, ranging from deterministic finite automata (DFA), to nondeterministic finite automata (NFA), and to alternating finite automata (AFA), with a worst-case exponential gap between each successive representation. Previous works showed that the realizability problem with DFA goals was PSPACE-complete, while the realizability problem with temporal logic goals is in 2EXPTIME. In this work, we study both the realizability and the verification problems with respect to various goal representations. We first show that the realizability problem with NFA goals is EXPTIME-complete and with AFA goals is 2EXPTIME-complete, thus establishing strict complexity gaps between realizability with respect to DFA, NFA, and AFA goals. We then contrast these complexity gaps with the complexity of the verification problem, where we show that verification with respect to DFAs, NFA, and AFA goals is PSPACE-complete.","Senthil Rajasekaran, Moshe Y. Vardi",CrossRefCrawler,
790,10.1613/jair.1.14481,"This paper is a contribution to the research on dynamics in assumption-based argumentation (ABA). We investigate situations where a given knowledge base undergoes certain changes. We show that two frequently investigated problems, namely enforcement of a given target atom and deciding strong equivalence of two given ABA frameworks, are intractable in general. Notably, these problems are both tractable for abstract argumentation frameworks (AFs) which admit a close correspondence to ABA by constructing semanticspreserving instances. Inspired by this observation, we search for tractable fragments for ABA frameworks by means of the instantiated AFs. We argue that the usual instantiation procedure is not suitable for the investigation of dynamic scenarios since too much information is lost when constructing the abstract framework. We thus consider an extension of AFs, called cvAFs, equipping arguments with conclusions and vulnerabilities in order to better anticipate their role after the underlying knowledge base is extended. We investigate enforcement and strong equivalence for cvAFs and present syntactic conditions to decide them. We show that the correspondence between cvAFs and ABA frameworks is close enough to capture dynamics in ABA. This yields the desired tractable fragment. We furthermore discuss consequences for the corresponding problems for logic programs.","Anna Rapberger, Markus Ulbricht",SemanticScholarPaperIDCrawler,
791,10.24963/kr.2022/30,"The postulate of relevance provides a suitable and general notion of minimal change for belief contraction. Relevance is tightly connected to smooth kernel contractions when an agent's epistemic state is represented as a logically closed set of formulae. 
This connection, however, breaks down when an agent's epistemic state is represented as a set of formulae not necessarily logically closed. 
We investigate the cause behind this schism, and we reconnect relevance with smooth kernel contractions by constraining the behaviour of their choice mechanisms and epistemic preference relations. 
Our first representation theorem connects smooth kernel contractions with a novel class of epistemic preference relations. 
For our second representation theorem, we introduce the principle of symmetry of removal that relates relevance to epistemic choices. 
For the last theorem, we devise a novel class of smooth kernel contractions, that satisfy relevance, which are based on epistemic preference relations that capture the principle of symmetry of removal.",Jandson S. Ribeiro,SemanticScholarCrawler,
792,10.24963/kr.2022/31,"We present an approach to probabilistic logic programming and probabilistic argumentation that combines elements of the L-stable semantics and the credal semantics. We derive the complexity of inferences, propose an extended version of argumentation graphs with a semantics that maps to the L- stable semantics, and introduce a definition for the probability of an argument.","Victor Hugo Nascimento Rocha, Fabio Gagliardi Cozman",SemanticScholarCrawler,
793,10.24963/kr.2022/57,"Procedures aimed at explaining outcomes and behaviour of opaque predictors are becoming more and more essential as machine learning (ML) black-box (BB) models pervade a wide variety of fields and, in particular, critical ones - e.g., medical or financial -, where it is not possible to make decisions on the basis of a blind automatic prediction. A growing number of methods designed to overcome this BB limitation is present in the literature, however some ML tasks are nearly or completely neglected-e.g., regression and clustering. Furthermore, existing techniques may be not applicable in complex real-world scenarios or they can affect the output predictions with undesired artefacts.

In this paper we present the design and the implementation of GridREx, a pedagogical algorithm to extract knowledge from black-box regressors, along with PEDRO, an optimisation procedure to automate the GridREx hyper-parameter tuning phase with better results than manual tuning. We also report the results of our experiments involving the application of GridREx and PEDRO in real case scenarios, including GridREx performance assessment by using as benchmarks other similar state-of-the-art techniques. GridREx proved to be able to give more concise explanations with higher fidelity and predictive capabilities.","Federico Sabbatini, Roberta Calegari",SemanticScholarCrawler,
794,10.24963/kr.2022/42,This paper considers belief change in the Darwiche-Pearl framework. We demonstrate that iterative belief revision is Turing complete by showing how revision operators over ranking functions can simulate every Turing machine. Our result holds even under the condition that the broadly accepted Darwiche-Pearl postulates for iterated revision hold.,"Kai Sauerwald, C. Beierle",SemanticScholarCrawler,
795,https://www.semanticscholar.org/paper/1c037c4639a25c5e9e30d9e9c4e226f9d9237337,". In this paper we propose a conditional logic IBC to represent iterated belief revision. We define an iterated belief revision system by strengthening the postulates proposed by Darwiche and Pearl [3]. First, following the line of Darwiche and Pearl, we modify AGM postulates to make belief revision a function of epistemic states rather than of belief sets. Then we propose a set of postulates for iterated revision which, together with the (modified) AGM postulates, entail Darwiche and Pearl&amp;apos;s ones. The conditional logic IBC has a standard semantics in terms of selection function models and provides a natural representation of epistemic states. IBC contains conditional axioms, corresponding to the postulates for iterated revision. We provide a representation result, which establishes a one to one correspondencebetween iterated belief revision systems and IBC-models. We prove that Gardenfors&amp;apos; Triviality Result does not apply to IBC . 1 Introduction In [8] we have introduced a conditio...","Laura Giordano, Valentina Gliozzi, Nicola Olivetti",SemanticScholarPaperIDCrawler,
797,10.24963/kr.2022/48,"The goal of combining the robustness of neural networks and the expressivity of symbolic methods has rekindled the interest in Neuro-Symbolic AI. One specifically interesting branch of research is deep probabilistic programming languages (DPPLs) which carry out probabilistic logical programming via the probability estimations of deep neural networks. However, recent SOTA DPPL approaches allow only for limited conditional probabilistic queries and do not offer the power of true joint probability estimation. In our work, we propose an easy integration of tractable probabilistic inference within a DPPL. To this end we introduce SLASH, a novel DPPL that consists of Neural-Probabilistic Predicates (NPPs) and a logical program, united via answer set programming. NPPs are a novel design principle allowing for the unification of all deep model types and combinations thereof to be represented as a single probabilistic predicate. In this context, we introduce a novel +/- notation for answering various types of probabilistic queries by adjusting the atom notations of a predicate. We evaluate SLASH on the benchmark task of MNIST addition as well as novel tasks for DPPLs such as missing data prediction, generative learning and set prediction with state-of-the-art performance, thereby showing the effectiveness and generality of our method.","Arseny Skryagin, Wolfgang Stammer, Daniel Ochs, Devendra Singh Dhami, Kristian Kersting",SemanticScholarPaperIDCrawler,
798,10.24963/kr.2022/34,"Formal frameworks for Epistemology need to have enough logical structure to enable interesting conclusions regarding epistemic phenomena and to be expressive enough to model competing positions in the philosophical and logical literature. While beliefs are commonly accepted as hyperintensional attitudes, i.e., epistemic attitudes, which may differ even towards necessarily equivalent sentences, most work on standard epistemic logic has relied on idealised and intensional agents. This is particularly true in the area of AGM-inspired Belief Change. Although a few recent studies investigate hyperintensional models of belief change, few have been well connected to the AGM framework, the main paradigm in the area. This work investigates hyperintensional notions of belief base contraction and belief set contraction, as studied in the AGM framework, and its connections to partial meet contractions. We also provide suitable representation theorems, characterising the constructions by means of rationality postulates.","Marlo Souza, Renata Wassermann",SemanticScholarCrawler,
801,10.24963/kr.2022/43,"We study reasoning with existential rules to perform query answering over streams of data.  On static databases, this problem has been widely studied, but its extension to rapidly changing data has not yet been considered. To bridge this gap, we extend LARS, a well-known framework for rule-based stream reasoning, to support existential rules. For that, we show how to translate LARS with existentials into a semantics-preserving set of existential rules.  As query answering with such rules is undecidable in general, we describe how to leverage the temporal nature of streams and present suitable notions of acyclicity that ensure decidability.","Jacopo Urbani, Markus Krötzsch, Thomas Eiter",CrossRefCrawler,
802,10.24963/kr.2022/51,"Rule learning from large datasets has regained extensive interest as rules are useful for developing explainable approaches to many applications in knowledge graphs. However, existing methods for rule learning are still limited in terms of scalability and rule quality. This paper presents a new method for learning typed rules by employing entity class information. Our experimental evaluation shows the superiority of our system compared to state-of-the-art rule learners. In particular, we demonstrate the usefulness of typed rules in reasoning for link prediction.","Honglin Wu, Zhe Wang, Kewen Wang, Yishu Shen",SemanticScholarCrawler,
803,10.24963/kr.2022/37,"Open relation extraction (ORE) aims to assign semantic relationships among arguments, essential to the automatic construction of knowledge graphs (KG). The previous ORE methods and some benchmark datasets consider a relation between two arguments as definitely existing and in a simple single-span form, neglecting possible non-existent relationships and flexible, expressive multi-span relations. However, detecting non-existent relations is necessary for a pipelined information extraction system (first performing named entity recognition then relation extraction), and multi-span relationships contribute to the diversity of connections in KGs. To fulfill the practical demands of ORE, we design a novel Query-based Multi-head Open Relation Extractor (QuORE) to extract single/multi-span relations and detect non-existent relationships effectively. Moreover, we re-construct some public datasets covering English and Chinese to derive augmented and multi-span relation tuples. Extensive experiment results show that our method outperforms the state-of-the-art ORE model LOREM in the extraction of existing single/multi-span relations and the overall performances on four datasets with non-existent relationships.","Huifan Yang, Da-Wei Li, Zekun Li, Donglin Yang, Bin Wu",SemanticScholarCrawler,
804,10.4230/tgdk.1.1.7,"Compared to black-box neural networks, logic rules express explicit knowledge, can provide human-understandable explanations for reasoning processes, and have found their wide application in knowledge graphs and other downstream tasks. As extracting rules manually from large knowledge graphs is labour-intensive and often infeasible, automated rule learning has recently attracted significant interest, and a number of approaches to rule learning for knowledge graphs have been proposed. This survey aims to provide a review of approaches and a classification of state-of-the-art systems for learning first-order logic rules over knowledge graphs. A comparative analysis of various approaches to rule learning is conducted based on rule language biases, underlying methods, and evaluation metrics. The approaches we consider include inductive logic programming (ILP)-based, statistical path generalisation, and neuro-symbolic methods. Moreover, we highlight important and promising application scenarios of rule learning, such as rule-based knowledge graph completion, fact checking, and applications in other research areas.","d'Amato, Claudia, Wen-tau Yih, Monnin, Pierre, Stamou, Giorgos",SemanticScholarPaperIDCrawler,
805,10.24963/kr.2021/74," argumentation frameworks are by now a major research area in knowledge representation and reasoning. 

Various aspects of AFs have been extensively studied over the last 25 years. 

Contributing to understanding the expressive power of AFs, researchers found lower and upper bounds for the maximal number of extensions, that is, acceptable points of view, in AFs. 

One of the classical and most important concepts in AFs are so-called complete extensions. 

Surprisingly, the exact bound for the maximal number of complete extensions in an AF has not yet been formally established, although there is a reasonable conjecture tracing back at least to 2015. 

Recently the notion of modularization was introduced and it was shown that this concept plays a key role for the understanding of relations between semantics as well as intrinsic properties.

In this paper, we will use this property to give a formal proof of the conjecture regarding complete semantics.",Markus Ulbricht,SemanticScholarCrawler,
806,10.24963/kr.2021/30,"Rational verification is the problem of determining which temporal logic properties will hold in a multi-agent system, under the assumption that agents in the system act rationally, by choosing strategies that collectively form a game-theoretic equilibrium. Previous work in this area has largely focussed on deterministic systems. In this paper, we develop the theory and algorithms for rational verification in probabilistic systems. We focus on concurrent stochastic games (CSGs), which can be used to model uncertainty and randomness in complex multi-agent environments. We study the rational verification problem for both non-cooperative games and cooperative games in the qualitative probabilistic setting. In the former case, we consider LTL properties satisfied by the Nash equilibria of the game and in the latter case LTL properties satisfied by the core. In both cases, we show that the problem is 2EXPTIME-complete, thus not harder than the much simpler verification problem of model checking LTL properties of systems modelled as Markov decision processes (MDPs).","Julian Gutierrez, Lewis Hammond, A. Lin, Muhammad Najib, M. Wooldridge",SemanticScholarCrawler,
807,10.24963/kr.2021/39,"We propose a new approach to formally describing the requirement for statistical inference and checking whether the statistical method is appropriately used in a program. Specifically, we define belief Hoare logic (BHL) for formalizing and reasoning about the statistical beliefs acquired via hypothesis testing. This logic is equipped with axiom schemas for hypothesis tests and rules for multiple tests that can be instantiated to a variety of concrete tests. To the best of our knowledge, this is the first attempt to introduce a program logic with epistemic modal operators that can specify the preconditions for hypothesis tests to be applied appropriately.","Yusuke Kawamoto, Tetsuya Sato, Kohei Suenaga",SemanticScholarCrawler,
808,10.24963/kr.2021/1,"Several different notions of group knowledge have been extensively studied in the epistemic and doxastic logic literature, including common knowledge, general knowledge (everybody-knows) and distributed knowledge. In this paper we study a natural notion of group knowledge between general and distributed knowledge: somebody-knows. While something is general knowledge if and only if it is known by everyone, this notion holds if and only if it is known by someone. This is stronger than distributed knowledge, which is the knowledge that follows from the total knowledge in the group. We introduce a modality for somebody-knows in the style of standard group knowledge modalities, and study its properties. Unlike the other mentioned group knowledge modalities, somebody-knows is not a normal modality; in particular it lacks the conjunctive closure property. We provide an equivalent neighbourhood semantics for the language with a single somebody-knows modality, together with a completeness result: the somebody-knows modalities are completely characterised by the modal logic EMN extended with a particular weak conjunctive closure axiom. We also show that the satisfiability problem for this logic is PSPACE-complete. The neighbourhood semantics and the completeness and complexity results also carry over to logics for so-called local reasoning (Fagin et al. 1995) with bounded ``frames of mind'', correcting an existing completeness result in the literature (Allen 2005).","Thomas Ågotnes, Yì N. Wáng",SemanticScholarPaperIDCrawler,
810,10.24963/kr.2021/3,"This paper introduces the Temporal Inference Problem (TIP), a general formulation for a family of inference problems that reason about the past, present or future state of some observed agent. A TIP builds on the models of an actor and of an observer. Observations of the actor are gathered at arbitrary times and a TIP encodes hypothesis on unobserved segments of the actor's trajectory. Regarding the last observation as the present time, a TIP enables to hypothesize about the past trajectory, future trajectory or current state of the actor. We use LTL as a language for expressing hypotheses and reduce a TIP to a planning problem which is solved with an off-the-shelf classical planner. The output of the TIP is the most likely hypothesis, the minimal cost trajectory under the assumption that the actor is rational. Our proposal is evaluated on a wide range of TIP instances defined over different planning domains.","Diego Aineto, Sergio Jiménez, E. Onaindía",SemanticScholarCrawler,
812,10.24963/kr.2021/4,"A large number of evaluation methods, called semantics, have been proposed in the literature for assessing strength of arguments. This paper investigates their equivalence. 

It argues that for being equivalent, two semantics should have compatible evaluations of both individual arguments and pairs of arguments. The first requirement ensures that the 

two semantics judge an argument in the same way, while the second states that they provide the same ranking of arguments. We show that the two requirements are completely independent. 



The paper introduces three novel relations between semantics based on their rankings of arguments: weak equivalence, strong equivalence and refinement. 

They state respectively that two semantics do not disagree on their strict rankings; the rankings of the semantics coincide; one semantics agrees with the strict 

comparisons of the second and it may break some of its ties. We investigate the properties of the three relations and their links with existing 

principles of semantics, and study the nature of relations between most of the existing semantics. The results show that the main extensions semantics are pairwise weakly equivalent.

The gradual semantics we considered are pairwise incompatible, however some pairs are strongly equivalent in case of flat graphs including Max-based (Mbs) 

and Euler-based (Ebs), for which we provide full characterizations in terms respectively of Fibonacci numbers and the numbers of an exponential series. 

Furthermore, we show that both semantics (Mbs, EMbs) refine the grounded semantics, and are weakly equivalent with the other extension semantics. 

We show also that in case of flat graphs, the two gradual semantics Trust-based and Iterative Schema characterize the grounded semantics, 

making thus bridges between gradual semantics and extension semantics. Finally, the other gradual semantics are incompatible with extension semantics.","Leila Amgoud, Vivien Beuselinck",SemanticScholarCrawler,
813,10.24963/kr.2021/5,"We formally introduce and solve the synthesis problem for LTL goals in the case of multiple, even contradicting, assumptions about the environment. Our solution concept is based on ``best-effort strategies'' which are agent plans that, for each of the environment specifications individually, achieve the agent goal against a maximal set of environments satisfying that specification. By means of a novel automata theoretic characterization we demonstrate that this best-effort synthesis for multiple environments is 2ExpTime-complete, i.e., no harder than plain LTL synthesis. We study an important case in which the environment specifications are increasingly indeterminate, and show that as in the case of a single environment, best-effort strategies always exist for this setting.



Moreover, we show that in this setting the set of solutions are exactly the strategies formed as follows: amongst the best-effort agent strategies for ɸ under the environment specification E1, find those that do a best-effort for ɸ under (the more indeterminate) environment specification E2, and amongst those find those that do a best-effort for ɸ under the environment specification E3, etc.","Benjamin Aminof, Giuseppe De Giacomo, A. Lomuscio, A. Murano, S. Rubin",SemanticScholarCrawler,
814,10.24963/kr.2021/6,"In this paper we provide a detailed analysis of the inference process induced by logical argumentation frameworks. The frameworks may be defined with respect to any propositional language

and logic, different arguments that represent deductions in the logic, various support-based attack relations between arguments, and all the complete Dung-style semantics for the frameworks. We show that, ultimately, for characterizing the inference process with respect to a given framework, extension-based semantics may be divided into two types: single-extension and multiple-extension, which induce respective kinds of entailment relations. These entailments are further classified by the way they tolerate new information (nonmonotonicity-related properties) and maintain conflicts among arguments (inconsistency-related properties).","O. Arieli, A. Borg, Christian Straßer",SemanticScholarCrawler,
815,10.24963/kr.2021/7,"Definite descriptions are phrases of the form ‘the x such that φ’, used to refer to single entities in a context. They are often more meaningful to users than individual names alone, in particular when modelling or querying data over ontologies. We investigate free description logics with both individual names and definite descriptions as terms of the language, while also accounting for their possible lack of denotation. We focus on the extensions of ALC and, respectively, EL with nominals, the universal role, and definite descriptions. We show that standard reasoning in these extensions is not harder than in the original languages, and we characterise the expressive power of concepts relative to first-order formulas using a suitable notion of bisimulation. Moreover, we lay the foundations for automated support for definite descriptions generation by studying the complexity of deciding the existence of definite descriptions for an individual under an ontology. Finally, we provide a polynomial-time reduction of reasoning in other free description logic languages based on dual-domain semantics to the case of partial interpretations.","A. Artale, Andrea Mazzullo, A. Ozaki, F. Wolter",SemanticScholarCrawler,
816,10.24963/kr.2021/8,"In this paper, we investigate the computational intelligibility of Boolean classifiers,

 characterized by their ability to answer XAI queries in polynomial time.

 The classifiers under consideration are decision trees, DNF formulae, decision lists, decision rules, tree ensembles, and

 Boolean neural nets. Using 9 XAI queries, including both explanation queries and verification queries,

 we show the existence of large intelligibility gap between the families of classifiers. On the one hand, all the 9 XAI queries

 are tractable for decision trees. On the other hand, none of them is tractable for DNF formulae, decision lists, random forests, boosted decision trees,

 Boolean multilayer perceptrons, and binarized neural networks.","Gilles Audemard, S. Bellart, Louenas Bounia, F. Koriche, Jean-Marie Lagniez, P. Marquis",SemanticScholarCrawler,
817,10.1613/jair.1.13530," argumentation is a prominent reasoning framework. It comes with a variety of semantics and has lately been enhanced by probabilities to enable a quantitative treatment of argumentation. While admissibility is a fundamental notion for classical reasoning in abstract argumentation frameworks, it has barely been reflected so far in the probabilistic setting. In this paper, we address the quantitative treatment of abstract argumentation based on probabilistic notions of admissibility. Our approach follows the natural idea of defining probabilistic semantics for abstract argumentation by systematically imposing constraints on the joint probability distribution on the sets of arguments, rather than on probabilities of single arguments. As a result, there might be either a uniquely defined distribution satisfying the constraints, but also none, many, or even an infinite number of satisfying distributions are possible. We provide probabilistic semantics corresponding to the classical complete and stable semantics and show how labeling schemes provide a bridge from distributions back to argument labelings. In relation to existing work on probabilistic argumentation, we present a taxonomy of semantic notions. Enabled by the constraint-based approach, standard reasoning problems for probabilistic semantics can be tackled by SMT solvers, as we demonstrate by a proof-of-concept implementation.","Nikolai Käfer, Christel Baier, Martin Diller, Clemens Dubslaff, Sarah Alice Gaggl, Holger Hermanns",CrossRefCrawler,
819,10.24963/kr.2021/11,"We develop a notion of explanations for acceptance of arguments in an abstract argumentation framework.

To this end we show that extensions returned by Dung's standard semantics can be decomposed into

i) non-deterministic choices made on even cycles of the given argumentation graph and then 

ii) deterministic iteration of the so-called characteristic function. 

Naturally, the choice made in i) can be viewed as an explanation for the corresponding extension and thus the arguments it contains. 

We proceed to propose desirable criteria a reasonable notion of an explanation should satisfy.

We present an exhaustive study of the newly introduced notion w.r.t. these criteria.

Finally some interesting decision problems arise from our analysis and we examine their computational complexity, obtaining some surprising tractability results.","Ringo Baumann, Markus Ulbricht",SemanticScholarCrawler,
821,10.24963/kr.2021/12,"Epistemic planning based on Dynamic Epistemic Logic (DEL) allows agents to reason and plan from the perspective of other agents. The framework of DEL-based epistemic planning thereby has the potential to represent significant aspects of Theory of Mind in autonomous robots, and to provide a foundation for human-robot collaboration in which coordination is achieved implicitly through perspective shifts. In this paper, we build on previous work in epistemic planning with implicit coordination. We introduce a new notion of indistinguishability between epistemic states based on bisimulation, and provide a novel partition refinement algorithm for computing unique representatives of sets of indistinguishable states. We provide an algorithm for computing implicitly coordinated plans using these new constructs, embed it in a perceive-plan-act agent loop, and implement it on a robot. The planning algorithm is benchmarked against an existing epistemic planning algorithm, and the robotic implementation is demonstrated on human-robot collaboration scenarios requiring implicit coordination.","Thomas Bolander, Lasse Dissing, N. Herrmann",SemanticScholarCrawler,
822,10.3390/info13120578,"We study classes of geometric graphs, which all correspond to the following structural characteristic. For each instance of a vertex set drawn from a universe of possible vertices, each pair of vertices is either required to be connected, forbidden to be connected, or existence or non-existence of an edge is undetermined. The conditions which require or forbid edges are universally quantified predicates defined over the vertex pair, and optionally over existence or non-existence of another edge originating at the vertex pair. We consider further a set of simple graph transformations, where the existence of an edge between two vertices is logically determined by the existence or non-existence of directed edges between both vertices in the original graph. We derive and prove the correctness of a logical expression, which is a necessary and sufficient condition for containedness relations between graph classes that are described this way. We apply the expression on classes of geometric graphs, which are used as theoretical wireless network graph models. The models are constructed from three base class types and intersection combinations of them, with some considered directly and some considered as symmetrized variants using two of the simple graph transformations. Our study then goes systematically over all possible graph classes resulting from those base classes and all possible simple graph transformations. We derive automatically containedness relations between those graph classes. Moreover, in those cases where containedness does not hold, we provide automatically derived counter examples.","Lucas Böltz, Hannes Frey",SemanticScholarPaperIDCrawler,
823,10.24963/kr.2021/13,"Enforcement, adjusting an argumentation framework such that a certain set of arguments becomes acceptable, is an important research topic within the study of dynamic argumentation, but one that has been little studied for structured argumentation. In this paper we study enforcement in a general structured argumentation setting. In particular, we study conditions on the argumentation setting and the knowledge base that ensure (or prevent) the acceptability of sets of formulas for structured argumentation frameworks.","A. Borg, Floris Bex",SemanticScholarCrawler,
825,10.24963/kr.2021/14,"Existential rules are a very popular ontology-mediated query language for which the chase represents a generic computational approach for query answering. It is straightforward that existential rule queries exhibiting chase termination are decidable and can only recognize properties that are preserved under homomorphisms. In this paper, we show the converse: every decidable query that is closed under homomorphism can be expressed by an existential rule set for which the standard chase universally terminates. Membership in this fragment is not decidable, but we show via a diagonalisation argument that this is unavoidable.","Camille Bourgaux, David Carral, Markus Krotzsch, S. Rudolph, M. Thomazo",SemanticScholarCrawler,
826,10.24963/kr.2021/57,"We consider the problem of weighted first-order model counting (WFOMC): given a first-order sentence ϕ and domain size n ∈ ℕ, determine the weighted sum of models of ϕ over the domain {1, ..., n}. Past work has shown that any sentence using at most two logical variables admits an algorithm for WFOMC that runs in time polynomial in the given domain size (Van den Broeck 2011; Van den Broeck, Meert, and Darwiche 2014). In this paper, we extend this result to any two-variable sentence ϕ with the addition of a tree axiom, stating that some distinguished binary relation in ϕ forms a tree in the graph-theoretic sense.","Timothy van Bremen, Ondřej Kuželka",SemanticScholarPaperIDCrawler,
827,10.24963/kr.2021/15,"Interpretability is a desirable property for machine learning and decision models, particularly in the context of safety-critical applications. Another most desirable property of the sought model is to be unique or {\em identifiable} in the considered class of models: the fact that the same functional dependency can be represented by a number of syntactically different models adversely affects the model interpretability, and prevents the expert from easily checking their validity. This paper focuses on the Choquet integral (CI) models and their hierarchical extensions (HCI). HCIs aim to support expert decision making, by gradually aggregating preferences based on criteria; they are widely used 

in multi-criteria decision aiding {and are receiving interest from the} Machine Learning {community}, as they preserve the high readability of CIs while efficiently scaling up w.r.t. the number of criteria.

The main contribution is to establish the identifiability property of HCI under mild conditions: two HCIs implementing the same aggregation function on the criteria space necessarily have the same hierarchical structure and aggregation parameters. The identifiability property holds even when the marginal utility functions are learned from the data. This makes the class of HCI models a most appropriate choice in domains where the model interpretability and reliability are of primary concern.","Roman Bresson, Johanne Cohen, Eyke Hüllermeier, C. Labreuche, M. Sebag",SemanticScholarCrawler,
829,10.24963/kr.2021/17,"Infrastructure in the cloud is deployed through configuration files, which specify the resources to be created, their settings, and their connectivity. We aim to model infrastructure before deployment and reason about it so that potential vulnerabilities can be discovered and security best practices enforced.

Description logics are a good match for such modeling efforts and allow for a succinct and natural description of cloud infrastructure. Their open-world assumption allows capturing the distributed nature of the cloud, where a newly deployed infrastructure could connect to pre-existing resources not necessarily owned by the same user. However, parts of the infrastructure that are fully known need closed-world reasoning, calling for the usage of expressive formalisms, which increase the computational complexity of reasoning.

Here, we suggest an extension of DL-LiteF that is tailored for capturing such cloud infrastructure. Our logic allows combining a core part that is completely defined (closed-world) and interacts with a partially known environment (open-world). We show that this extension preserves the first-order rewritability of DL-LiteF for knowledge-base satisfiability and conjunctive query answering.

Security properties combine universal and existential reasoning about infrastructure. Thus, we also consider the problem of conjunctive query satisfiability and show that it can be solved in logarithmic space in data complexity.","Claudia Cauli, Magdalena Ortiz, Nir Piterman",SemanticScholarCrawler,
830,10.24963/kr.2021/62,"We introduce lexicographic logic, an extension of propositional logic that can represent a variety of preferences, most notably lexicographic ones. The proposed logic supports a simple new connective whose semantics can be defined in terms of finite lists of truth values. We demonstrate that, despite the well-known theoretical limitations that pose barriers to the quantitative representation of lexicographic preferences, there exists a subset of the rational numbers over which the proposed new connective can be naturally defined. Lexicographic logic can be used to define in a simple way some well-known preferential operators, like ""A and if possible B"", and ""A or failing that B"". We argue that the new logic is an effective formalism for ranking query results according to the satisfaction level of user preferences.","A. Charalambidis, G. Papadimitriou, P. Rondogiannis, Antonis Troumpoukis",SemanticScholarCrawler,
831,10.24963/kr.2021/63,"The problem of action reversibility studies whether effects of a given action can be reversed (or undone) by a sequence of (other) actions. For example, actions whose effects can be reversed cannot lead to dead-ends. In the usual settings, the problem of action reversibility is PSPACE-complete, that is, as hard as deciding plan existence.

In this paper, we focus on subclasses of the action reversibility problem, universal and uniform action reversibility, where the former considers all states in which the action in question is applicable, while the latter requires a single reverting action sequence, independent of the considered states. Specifically, we study the relations between projection abstractions and the subclasses of the action reversibility problem and we show that universal uniform reversibility of a given action can be decided on projection consisting of only the variables present in the schema of the action in question.","L. Chrpa, Wolfgang Faber, M. Morak",SemanticScholarCrawler,
832,10.24963/kr.2021/18,"Planning and acting in dynamic environments deals with non-deterministic events that might change the state of the environment without consent of the agent. In the worst case, some events might cause the agent to become ``trapped'' in a dead-end state, which in practice might mean damage or destruction of the agent. Presence of non-deterministic events often considerably increases the number of alternatives that might occur in a single step and hence traditional non-deterministic planning techniques might not scale.

In this paper, we address a class of problems where non-deterministic events represent ``cyclic phenomena''. If they interfere with the agent, they might be dangerous for it (e.g. ships cruising through the area of AUV operations). We present techniques that initially analyse the problem whether it falls within this class by considering the notion of event reversibility and if so, these techniques generate a plan such that encountered unsafe states, in which the ``cyclic phenomena'' might interfere with the agent, can be eventually crossed without any risk of ``falling'' into a dead-end state. Our approach is evaluated in the AUV and Perestroika domains.","L. Chrpa, M. Pilát, Jakub Med",SemanticScholarCrawler,
